Date and Time (UTC),Receiver,Transmitter,Station Name,Lat_dd,Lon_dd,Notes
8/17/18 17:19,VR2W-133753,A69-1602-9712,SB-1,33.48818333,-119.0248833,
8/16/18 2:45,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 21:09,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:54,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:51,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:48,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:42,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:39,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:36,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:34,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:33,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:30,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:26,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:24,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:22,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:20,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:17,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:13,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:11,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:09,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:06,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 20:02,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 19:54,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 19:52,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/15/18 19:50,VR2W-133753,A69-1602-9718,SB-1,33.48818333,-119.0248833,
8/13/18 17:49,VR2W-111372,A69-1602-29792,SB-1,33.48818333,-119.0248833,
8/13/18 17:49,VR2W-111372,A69-1602-29792,SB-1,33.48818333,-119.0248833,
8/13/18 17:48,VR2W-111372,A69-1602-29792,SB-1,33.48818333,-119.0248833,
8/13/18 17:48,VR2W-111372,A69-1602-29792,SB-1,33.48818333,-119.0248833,
8/15/18 12:41,VR2W-133756,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/15/18 7:02,VR2W-133756,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/15/18 4:24,VR2W-133756,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/15/18 4:22,VR2W-133756,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/15/18 4:02,VR2W-133756,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/15/18 4:00,VR2W-133756,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/15/18 3:59,VR2W-133756,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/15/18 3:55,VR2W-133756,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/14/18 23:02,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:58,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:57,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:56,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:55,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:53,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:50,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:47,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:45,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:40,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:38,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:25,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:22,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:19,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:17,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:15,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:12,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:09,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:07,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:05,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:03,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 22:01,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 16:48,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 16:47,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 16:45,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 16:44,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 16:43,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 16:42,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 16:39,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 16:35,VR2W-133753,A69-1602-9716,SB-10,33.48381667,-119.0228,
8/14/18 6:00,VR2W-133753,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/14/18 4:45,VR2W-133753,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/14/18 4:16,VR2W-133753,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/14/18 4:14,VR2W-133753,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/14/18 3:55,VR2W-133753,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/14/18 3:52,VR2W-133753,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/14/18 3:47,VR2W-133753,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/14/18 3:40,VR2W-133753,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/14/18 3:12,VR2W-133753,A69-1602-9712,SB-10,33.48381667,-119.0228,
8/13/18 19:37,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:37,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:37,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:37,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:37,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:37,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:37,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:36,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:36,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:36,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:35,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:35,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:35,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:34,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:31,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
8/13/18 19:31,VR2W-133753,A69-1602-29792,SB-10,33.48381667,-119.0228,
9/9/18 5:28,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:28,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:27,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:27,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:27,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:27,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:27,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:27,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:27,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:27,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:26,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:26,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:26,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:26,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:26,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:26,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:25,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:25,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:25,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:25,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:25,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:25,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:25,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:24,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:24,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:24,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:24,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:24,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:24,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:24,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:24,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:23,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:23,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:23,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:23,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:14,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 5:07,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 3:48,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 3:47,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 3:47,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 3:46,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 3:45,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 3:45,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 3:44,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 3:44,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 3:44,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
9/9/18 3:43,VR2W-129793,A69-1602-29792,SB-2,33.49063333,-119.0317333,
8/30/18 2:39,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/30/18 2:24,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/30/18 2:20,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/30/18 2:18,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/30/18 2:16,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/30/18 2:14,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/30/18 2:12,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/30/18 2:10,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:39,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:38,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:36,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:33,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:32,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:29,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:26,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:24,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:23,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:21,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:19,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/29/18 20:18,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/16/18 2:11,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/16/18 2:08,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/16/18 2:06,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/16/18 1:57,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/16/18 1:54,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/16/18 1:51,VR2W-129793,A69-1602-9718,SB-2,33.49063333,-119.0317333,
8/14/18 18:30,VR2W-110864,A69-1602-29792,SB-2,33.49063333,-119.0317333,
8/14/18 18:29,VR2W-110864,A69-1602-29792,SB-2,33.49063333,-119.0317333,
8/14/18 18:29,VR2W-110864,A69-1602-29792,SB-2,33.49063333,-119.0317333,
8/14/18 18:28,VR2W-110864,A69-1602-29792,SB-2,33.49063333,-119.0317333,
8/14/18 18:13,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 18:13,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 18:13,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 18:12,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 18:12,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 18:05,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 18:05,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:51,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:51,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:51,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:51,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:51,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:51,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:51,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:50,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:50,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:50,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:50,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:50,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:50,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:49,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:49,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:49,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:49,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:49,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 16:48,VR2W-132477,A69-1602-29792,SB-3,33.48695,-119.04055,
8/14/18 14:59,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:59,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:58,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:58,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:57,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:48,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:48,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:48,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:48,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:47,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:47,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 14:47,VR2W-123465,A69-1602-29792,SB-5,33.47595,-119.0476333,
8/14/18 15:38,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:38,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:36,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:36,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:36,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:36,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:36,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:26,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:25,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:25,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:25,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:24,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:24,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:24,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:24,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:23,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:22,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:22,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:22,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:22,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:21,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:21,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:20,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/14/18 15:19,VR2W-133757,A69-1602-29792,SB-6,33.468,-119.0457167,No coordinates recorded for SB-6. Note mentioned it was near small reef next to drop cam point. Used Drop Cam #2 coordinates.
8/13/18 22:29,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:29,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:29,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:29,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:29,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:29,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:28,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:21,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:20,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:20,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:20,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:19,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:19,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
